,text,label
563,看见这个标题，让我想起了2020年年初武汉的回归日常。,1
564,梁启超傅斯年表面死于疾病，实际死于崇洋媚外，相当一部分疾病选择西医治疗，就是自寻死路，协和也不好使，一味地用头衔衡量事物，就是愚昧无知的表现。洛克菲勒买通了很多名人恶意抹黑中医，因为中医治病又便宜又快，挡他财路。,2
565,有没有友友康复之后出门吹风就会头痛啊我不知道是因为天气温度太低了还是转阴后遗症现在就是出门离不开帽子,1
566,“我问你啥时候能点外卖，你跟我说别点凉菜。我问你啥时候能出门口，你跟我说出门回来鞋放门口。我问你啥时候快递能恢复，你跟我说拿完快递记得消毒。”你回答的绝绝子，回答了又好像没回答，水平真高啊，政治家们！,2
567,我一点都不觉得恢复正常，所有免费核酸点只给特殊工种做或者直接不开，想要做个核酸还得去医院抢号或者挂号，昨天到今天光是打车去找核酸点加做自费核酸就花了100+，居委天天在追阳性患者，我可不敢去堂食，囤药囤口罩吧！,2
568,"看着大家都欢天喜地开开心心,作为医护人员只能希望这个开心能长久一点,希望不要在不久的将来,或因为重症病人或因为大面积院感,导致医疗系统崩盘甚至瘫痪。",0
569,阳康之后的那些事儿，姨妈离家出走，一言不合就拉肚子。一天到晚啊嚏啊嚏，地上到处都是头发,2
570,压力再大，都要保障好老百姓的衣食住行医！,1
571,周一前能到吗？,1
572,在广州表示一切正常。,0
573,广州也没想到，自己只是第一个彻底实行20条的城市，就受到大家热情感谢。如今的广州并不是放弃防控了，只不过更加科学的分类实施防控，并且广州鼓励家庭自备抗原试剂盒，然后核酸也得自费了。,0
574,防控放开，病毒伤害还在。,1
575,千万别惹开宝马的，因为司机有可能是新冠病毒，副驾驶还放了一兜刚点的凉菜。,2
576,封控第21天，楼都没下过，被一个女的恶心到底了。人性的恶真是恶心到吐。天打雷劈的货。,2
577,所以郑州你过年前还开不开学？,1
578,是的，感觉现在生活已经回归正常。,0
579,做好自我保护，戴好口罩，勤洗手，家中常备药，好好生活就可以了。,0
580,有完没完，学校早就该恢复正常了。,2
581,坐标山东招远，凌晨12点59分窗户一阵闪光，一个大响雷！大雪的天打响雷，预示第二波疫情还是三战开启？,1
582,进入正月就不能剃头了，传统是说会方叔叔，出门去剃了个头，顺便逛了菜市场，发现已经有人不带口罩了，不知道是有事刚摘下来还是有意不带的，难道阳过之后就天下无敌了么。新年疫情,1
583,疫情已经消失，恢复正常生活了,0
584,如果放开了，那大家一定要好好戴口罩，少去人多的地方，懂经方的有经方护身，家里常被仲景方准没错。类似柴胡类，青龙类，如果不幸中招，需要辩证用药。,1
585,今天疫情放开后，把保安都给整不会了，小区的保安大叔最近脾气不好，这几天说话越来越粗鲁，谁不服从他的指令就破口骂人。今天跟他说，现在取消封控不查核酸了，新的文件都出来了，跟之前不一样了。这个保安大叔突然腰杆就不怎么挺了，从意气风发变成了意志消沉。,1
586,压力山大，疫情啊，退！退！！退！！！,0
587,还是今年的炮仗给力，都把病毒和晦气都炸飞了。,1
588,但是没有24小时核酸进不去医院有的店也是需要48小时才能进，核酸点又没了，医院的自费核酸也排不到，真的无语。,2
589,第一次在公司请着假睡老板办公室沙发，这感受太不一样了不过澄清下，也是因为一大早6点起床陪朋友去医院手术，我从松江去到浦东，跟她相距一个半小时距离，等她做完手术挂完水还得进公司晚上聚餐，医院跟家还有公司三者距离太远，还正生理期属实累趴了最主要新冠阳康后还在咳嗽爬个楼梯都没力气，进公司后腿剧痛痛到骨子里。,2
590,都这样感觉，好像回到了2019年了，都井然有序了，真的以为新冠已经过去了。,0
591,疫情阳了，专家们的狡诈，百姓已经看清你们的嘴脸，请好自为之。,2
592,树欲静而风不止，不能不防。,1
593,看着似乎回归早正常又觉得有些奇怪。,1
594,姐姐、老妈依次中招，我被紧急召回！幸好我已阳康，坚信94岁的老妈能扛的住新冠病毒的袭击！车速接近350km／h，车厢基本满员，相信一切都会好起来的！,0
595,真这样就好了，5/6月份就知道了。,1
596,坐标河南郑州，在喜迎2023第一场雪的同时，关于新冠，有个现象不知道大家留意没？2022年12月初刚放开的时候，大家先是高兴，毕竟三年了终于不用做笼中的鸟，高兴的劲头还没过，又担心甚至恐慌起来，即便能买到退烧退热药，身边无论男女无论老少基本都阳了一遍，在月底多数人阳康之后，有不少人开始恢复，迎接正常生活了！,0
597,春节人员到处流动，亲戚朋友外出聚餐，也没听到周边认识的人二次感染（没阳的也没什么事），春节假期都快结束了，感觉病毒突然消失了！,0
598,看看能坚守几天，那群天天喊放开的，立马要转向开始喷医院了。接下就该要进口特效药、疫苗、还得纳入医保。哪点是为了自由？都是为了生意。,2
599,病例数上升时，不戴口罩不测核酸不是勇敢，而是愚蠢。没有哪个战士在打战时，把钢盔扔掉，冲出战壕。,2
600,终于，很开心！可以想啥时候去商场吃饭就去吃了，想去哪逛说走就走，不用每天排长队做核酸保持24小时码了。,0
601,可怜我们这些草民如草芥一般！,2
602,积极响应各项防控措施和要求，做好防护，接规进行核酸检测。当然小城市和县城收入相对较低，如果实行自费核酸检测，在价格方面和大中城市应该有所区別。,1
603,何不有序放开呢？上班族阳了，孩子阳了。收银员、快递员，成了病毒的传播者。阳了的人，应该停下脚步，痊愈了再出来吧。,1
604,封了一个月的感受就是，这一个月我活动的距离就是床和凳子，日夜颠倒，近乎发疯。我感觉比疫情更可怕的是我的精神消耗以及日渐增长的年龄却看不到未来，所以，现在这样子回归日常，虽然也会紧张，但是更多的是打心底的自由，自己会更加防护好自己的，希望彻底的自由就在前方!,2
605,新冠居家的第八天，重获新生，有种不知今夕是何年的恍惚。过程中发烧鼻塞咽痛的折磨，加之不知道何时发生的后遗症，正在摧毁着人们的信心。疫情让人身心俱疲，几十亿人口在小小的病毒面前，溃不成军。愿山河无恙，平安喜乐，来日方长。,0
606,按照这个图颜色从南到北，三个月应该可以全覆盖。奥密克戎我们准备好了，你受死吧世界杯结束后，应该会迎来一个美好的春天吧！,0
607,免疫系统：这把高端局。顶住，千万别拖后腿。不想去历劫！,0
608,害怕，疫苗为什么奇奇怪怪？首先我的身份证从来没丢过，不存在被别人用，我第三针根本没打，而且我第二针和第三针.上面时间是三个月?怎么可能三个月就打啊，然后就是第四针“省外”天，我真的无语住了，我第三针都没打哪来的第四针，今年其实七月份我就去湖北这边医院查了，她说让我去青海自己把这个信息取消掉，我是在青海上学，但是因为疫情特别严重，到现在也没开学，我真的好无语好无语好无语。新冠疫苗第三针我该怎么办，我到现在都没开学，我突然就好慌好慌，我还有点害怕，我害怕我害怕我害怕啊啊啊,2
609,有学生发烧，试剂盒测不出阳，不知道是不是新冠。有没有一种可能，这次新冠试剂盒测不出。,1
610,新冠防控真的只有“封闭”和“放开”两条路吗？网络上对于“放开”的定义等同于躺平，甚至对持放开。,2
611,我们的数据是掩耳盗铃么？为什么我们身边的每个人，走的走，火葬场来不及火化？,2
612,路上至少80%的人没戴口罩了，但是很担心第二波，所以出门还是会戴。,2
613,做好日常消杀工作的同时，也要注意消防安全。,1
614,深圳什么时候能跟上，脖子伸长了期盼了一天，迎来了辟谣。有些学校和小区已经不看24小时核酸，绿码即可，可是公交地铁还要48小时的核酸。如果真的不要求了，那就不需要做了，核酸点也就不用存在了。但是现在是反着来的，撤核酸点，但是很多场所还要求48小时核酸，这就离了大谱了！,2
615,疫情退散！远离！远离！远离！从来没有被隔离过！最近距离一次隔离！新冠撤退！,1
616,中国调整了自己的疫情防控政策，正在穿越疫情的火墙。不管是否同意，在这个时候外国都不应该老是对我们指指点点。,1
617,比之前两个月天天做核酸还绝望，开心的只有本地人和想直接放开的。我不想回家路上被感染，不想如果感染还祸害家里老人。但是现在完全不受自己的控制，也不知道落地之后当地说的居家隔离会不会真的变成集中隔离。如果真的能回到19年，不想再在外地读书。,2
618,这几个魑魅魍魉在这逼逼赖赖什么呢？水平这样还能做到这个位置？害，郑州完了。,2
619,不强制执行核酸检测可以，但能不能增加多几个核酸检测点啊？去医院三天三检也考虑一下病人的需求啊！,2
620,家里燃气灶坏了，找售后报修，售后小姐姐用沙哑的嗓子一边咳嗽一边问我:你阳的还是阴的？阳的师傅一会就能来，阴的话暂时没有师傅能去，要等明后天看情况。,1
621,具有时代特色的看图写话。,1
622,甚至，世卫组织也面临胁迫。外交部：望世卫科学理性判断中方防控成效，客观公正发声外交部：望世卫科学理性判断中方防控成效，客观公正发声,1
623,疫情三年，很多人活通透、想明白了，买房真没租房划算。非要买房，得到的是面子，失去的是一生的自由，半辈子要还房贷。对于车子，也不追求昂贵的，打车还省钱，不用考虑停车、保险、加油等一系列费用。或者选几万块钱的新能源车，能开就行。大家再也不做无谓的攀比，对曾经追求的面子和虚荣，失去了兴趣和耐心，不想花半辈子的代价去追寻身外之物，过好生活就好。,0
624,很多老人小孩儿病人还没得呢，告诉他们好提前防范。,1
625,不用各处扫码，随便堂食。回归正常的生活真的太舒服了！,0
626,楼下班发烧十几个了，瑟瑟发抖中。,2
627,现在大家都不戴口罩就令人担忧啊。,2
628,什么鬼怪病啊！我新冠康复已经快两周了，自己觉得恢复得差不多了，今天跳了刘耕宏40分钟，是我以前经常跳的操，跳完竟然心脏不舒服！,2
629,春晚2023今年春晚观众没有戴口罩阴霾散去，阳光终将到来。,0
630,可是真的很担心啊，自己无所谓，家里老人真的很担心，怕新一波。,2
631,新冠白肺如何预防和预警？能治愈？,1
632,我不再记录这些数据了，除了个别省份，目前已经几乎都无意义了。只要看看河北的曲线就应该明白了。所以国外到底感染了多少人，实际上要在统计数据上乘以n。你觉得n应该取几？,2
633,老同学在解封后就奔工厂忙订单去了，生病有什么好怕的，广东人只怕搞不到钱。等着瞧吧，越穷越落后的地区越愿意坚持清零，毕竟搞经济的难度可太大了，坚持封控多好啊，不用管招商GDP增速这些发展指标，还能通过盖方舱分猪肉。最后还是有钱的和有钱的玩，没钱的报团搞层层加码。,1
634,疫苗依然是最有效的武器，后面一旦放开，感染者会爆发性增长，随着时间推移可能迟早会被感染。群体免疫是虚幻的想象，病毒会一轮又一轮破坏T细胞，破坏大脑、心脏、肾脏、神经、血管，不过是能撑几次的区别。但疫苗只能降低重症与死亡率，对避免重复感染效果很差。最好的手段是不被感染。,1
635,我这后遗症整得我生不如死。,2
636,就是掩耳盗铃,2
637,去了一趟医院，感觉太难了，放开带来的冲击力。,2
638,小学生复课了，才算真的回归日常了！,1
639,最近身边戴口罩的人少了很多，我感觉我周围大部分人都阳过了。下了地铁进入办公区已经没人戴口罩了。,1
640,这就是中医中药带给新冠患者的价值一老病人爷爷，八十多岁，淋巴瘤化疗后，又感染新冠肺炎，而后卧床不起，饮食不进半个多月，打针输液状态越来越差。伴偶有咳嗽，疲倦乏力，周身酸痛，大便稀溏。予以人参败毒散合附子理中丸加藿香叶。五剂，今天反馈，已可以起床，可逐渐进食了。不得不说，结果破让人振奋！给中医中药点赞！,0
641,必须给江西抚州东乡点个赞，核酸检测是对的，毕竟春节期间，人口流动比较大，可惜.可惜，在放开的情况下，显的比较突出,0
642,还有半个月就回国了，希望广州疫情能赶快过去！,0
643,什么时候全区恢复堂食啊？,1
644,要是没钱的话，给生物医药企业定向收税吧。,1
645,清零派与共存派都基于自己的见识与立场有着各自的说辞和观点，你来我往不可开交。不如恺撒的归恺撒，上帝的归上帝，保留争议，包容异己，尊重彼此，管好自己。让时间和实践去检验真理。,1
646,哇！原来微博还知道呢。,1
647,这一条有调研的微博，经过对我周围人的调研，阳后一个月姨妈普遍推迟5-10天，我推迟了9天，这是否会对人类的生育产生进一步影响还待进一步研究。,1
648,疫情蔓延，何谈日常？,2
649,不满意这些人是正常的，反正现在他们已经不怎么让人相信了。,2
650,不是你压力大给谁看吧，说这个想让群众体谅自己自费做核酸？你干脆把转运时候的车票也收上。,2
651,祝咱们的粉丝没阳的都不阳，阳了的早日康复。,0
652,想问个问题，明天没有24小时核酸可以出去上班吗？今天小区没有统一让做核酸，核酸小屋说今天是特别人群做，不让我们做，现在核酸到期了，明天还得继续上班，咋办？,1
653,春节不好，四川省中部省是湿冷，过个毛。春节期间，韵达快递说大年28开始放假，正月初八才上班，期间没有快递。越穷地方放假越久，有些地级市，市区街道上饭店要正月十五以后才上班，服务意识差。春节期间多数人是无所事事，算计别人，请客，要别人给他送钱。,2
654,多数核酸检测企业净利增长翻倍，结合起来看，花纳税人压力挺大的，毕竟业务增长体量巨大，压力能不大嘛。至于小城小县小村小户小老百姓，能有啥压力呢？静默到春节的话，连年货压力都省了，多棒。,2
655,有很多(志愿者)们心理不平衡啦。,1
656,郑州繁荣稳定岁月静好社会和谐，1450境外势力抹黑郑州。,1
657,武汉救援医生亲自发声病人在门诊就去世了，尸体来不处理。这些都是真的这三年多还有人说是造谣说魔女小稀是造谣谁看过推特上武汉一个医院里，走廊里到处都是病人，人山人海，一个老太太推着自己轮椅上的老伴，跟录像人说：已经死了。还没来得及救治老头就在轮椅上去世了！天天他吗的境外势力我真他吗的服！,2
658,你倒是轻松了，其他城市呢？,2
659,今天去医院已经不要24小时核酸了，绿码就行，商场也是，还去吃了堂食，真的爽！希望不要反复，早日摘掉口罩！,0
660,期间和后疫情时代如何处理的问题。在不同防疫阶段，健康码的加码、赋码、转码、减码等问题反映了信息技术工具在疫情防控中的动态应用，也凸显出居民健康信息权的治理难题。,1
661,折腾吧，反正无儿无女的，没啥输不起。,2
662,第一次经历这么近的悲恸，冲击挺大的，自从最近封控放开后，新冠的确带走了好些人的生命。愿疫情早点结束吧，别再增加伤痛了。也愿在这疫情中失去的那些生命，能够在另一个世界不再有苦难。,1
663,一个时代结束了。“孤勇者”走进人群融化成这城市里最普通的烟火气那些鲜为人知的昼夜与黎明也将一并消失…,0
664,开启美好的12月，愿接下来一切顺利。,0
665,专家都把药禁现在给小卫生院搞好了。,1
666,那里能消失。,1
667,何不食肉糜？,2
668,广州放开本地一片叫好，石家庄放开了本地人乱骂市长,1
669,棒棒，现在才多长时间，等过几个月才是真实的，现在代表不了什么。,0
670,让放开的那些负责人，你们做放开的万全准备了吗？现在的什么情况待在家里看热闹的你们知道吗？何止医务系统崩溃，连火葬场系统都是崩溃的，这样的放开你们满意吗？不是120的错，确实不是，那请问应该是谁的错？我们欠，我们该，我们就该得这个病？,2
671,抗疫的财政支出很大，小县城里如果没有矿产资源的话，每次封控所承担的社会资源和医疗资源是非常沉重的，减少人们出门流动可以有效阻断疫情传播，但也会对工商业造成严重的打击，经济活动不活跃了，财政收入肯定会下降。,1
672,干嘛骂广州摆烂？我们只是恢复到海珠集中爆发前的生活而已呀！高风险区依然在封控，出入测温看绿码，恢复堂食，恢复上课，怎么就摆烂了？,0
673,多看一段时间，才能看得更加清楚。,1
674,抗疫压力，不管是什么人，什么团体，什么级别的城市都很大。因为在这场没有硝烟的战场上，每个地方每个人都是战士。疫霾更像幽灵一样无处不在，让每个人每个地方都紧绷心弦，哪个都毫无例外。,1
675,其实哪个城市都有赞成也有反对的，但这个世界不能这么继续人为的停摆下去，所以就到了该把选择权还给人民的时候了，害怕阳的人带好自己一家老小，继续居家隔离，再来个三年五年也没人管你！不怕的人，戴好口罩，做好防护，恢复正常生活，也要有会变成阳性患者的心理准备，就是这么简单！,1
676,希望疫情早点结束吧。,0
677,防疫爱好者们很失望吧。,1
678,人民不怕放开，只怕核酸检测被造假。,1
679,金钱有价，生命无价，给家人一份关爱，给老人一份保障,1
680,优化防控措施，树立抗疫自信。,0
681,解封后每天的数据反倒是越来越多了，这是什么情况？,2
682,明天打算上班去了，抗原家里只有几个，从有症状到今天11天了，应该转阴了吧？最近阳了很多，发现宝妈群里又是那一堆人，宣传给孩子吃了什么中成药，什么小柴胡颗粒，什么小儿复方啥啥啥大猛药，什么止咳的流鼻涕的甚至消炎的。我以前看到尽量科普，现在真的有心无力，爱咋吃吧，以前不知道循证的时候，自己也是那么吃，反正咱小时候也都这么吃过来了不是？科普只渡有缘人。,1
683,毒株站队了，你是哪种？,1
684,要不感冒乱跑也入刑啦。妨碍传染病防治罪啊。,2
685,这是个好现象！希望继续保持下去！如果一个月后还是这样！那说明广州给我们开了个好头！,0
686,我中国人的血性，如今什么都觉得国外的好的人，你真是祖国的耻辱，尤其觉得西医比中医强的，你就是中国的耻辱。,2
687,是张珊珊公司的没卖完货,2
688,受影响，现在看电视剧剧里的人回了家，不洗手直接拿水杯喝水或者直接坐下吃饭，我真的会难受，回家先换衣服洗手啊。,1
689,三年的防疫经验，结果是无数的老人死去，救命物品疯狂抬价，药品买不到，医疗挤兑，各式各样的黄牛，偷盗快递药品。,2
690,我真的要恶心死了。,2
691,没一个冬天不可逾越，没一个春天不会来临。老妈新冠住院，听着医生口中的脑炎，白肺，各种基础病，真瑟瑟发抖.....祝愿正在住院的老妈能够平安渡过这个寒冷的冬天！感谢朋友千里迢迢给我们送来急用药品，一方有难，八方支援也看到很多网友也在求药，一定不能病急乱投医，听从专业人员的意见，有备无患总比临时抱佛脚好！,0
692,咳嗽就好好躺着多喝热水、吃药，晒太阳养老生活模式开启咯。,1
693,郑州政府是最没有公信力的政府。,2
694,官字两个口，不知道哪张嘴说的是真的，哪张嘴说的是假的。要能靠的住，猪都能爬上树。,2
695,非要负重前行那也拦不住呀。,2
696,对不起，让很多人失望了！广州已经放开一个星期了，一切都还在可控范围。当然，时间还不长，如果过半个月还是这样，大家就不必要担心了。只要做好应做的防护，就可以安安心心的过日子。,0
697,真的结束了吗？可是我妈妈刚刚因为后遗症走了。,2
698,如果实在是劝不住，那就别拦着，让那部分人自己去跳火坑，等它们被火烧痛了自己会爬出来的，全国14亿人口基数，总有不见棺材不落泪的。,2
699,呵呵呵呵呵呵呵。,2
700,疫情当下，不说要便宜点，也不能随便涨价吧，太黑心了。,2
701,唯一想知道的点是核酸阳性是自我居家隔离还是要求地点隔离？,1
702,广州没有躺平的！第一天小朋友们的学校已经开始统计还没打疫苗小朋友的人，准备设定疫苗专场了。先生的公司也通知了，办公室上班都人员也要做好个人防护，要求戴口罩上班。其他的特殊工种，也有自己都要求。当然自己的健康自己得要负责。家里有老人的，目前老人家就先尽量不要出门。,1
703,愿逝去的人安息，愿活着的人平安，愿明天更美好，希望在新的一年里面我们都能更坚强。,0
704,大家记得打疫苗，至少也要每半年打一次。如果你没打第三针那赶紧去打，打了第三针如果超过半年再去打。顺便还可以打流感疫苗，出门戴口罩，回家第一件事就要洗手，外套放好不要带进卧室。还有一个很重要的就是经常清洁一下手机。,1
705,自己转阴后第12天，老妈阳后第六天，虽然今天尚未转阴，但一切向好！,0
706,赵克强今天大年初五了全国各大景区依然人山人海没听到哪个地方又发生疫情传染嗨！你说怪不怪？,1
707,病号也只能这样给自己跨年了，希望来年健康护体，保持开心与热爱。,0
708,凭什么动不动停课，谁给的权力？,2
709,今日，离春节越近却越不知所措。因为乡下有亲戚关系的老人先后得病逝了！按本地风俗大年必去上门祭拜！时间怎么安排？,1
710,一个朋友微信发过来的，关于他孩子在上个月北方四线城市疫情爆发期间考研的经历：“孩子们真不容易，我儿子阳了发着高烧39.3℃考了两天，整整9天才转阴，考场上全是阳的，零下八度还开着窗户，没有暖气，冻的全身哆嗦，浑身疼，回来连鞋都脱不下来了，能坚持不弃考真的完全是精神支撑，现在都不知道考题怎么答的，今天一晚上都在回忆，想估分，都不记得了，天天做梦考试，到现在身体还没恢复。”,2
711,每次做核酸像开盲盒一样……医务人员先轮流来一遍再说。,2
712,怼天怼地的键盘侠啊！疫情过去了不好吗？很多人都付出过了，也出现了很多不足，但是，也越来越有经验、越来越好了！,0
713,快把我同事放出来一个人上班很无聊。,1
714,这就是绝望的画面吧。,2
715,三甲医院都在优先诊治重症患者，不紧急的普通手术患者只有稍稍延后安排手术。过了腊八盼来年，又是四季的山河无恙。一切都会好起来的，大家喜乐安康。,0
716,今日，离春节越近却越不知所措。因为乡下有亲戚关系的老人先后得病逝了！按本地风俗大年必去上门祭拜！时间怎么安排？,1
717,新浪微博你没事儿吧，这么多社会问题，疫情问题你不报，整个破明星天天在热度第一。,2
718,这些股在九安大帝面前连屁都不算，微博上这些财经媒体，有一个算一个，和杂种没啥区别。,2
719,跑步Day34抢救回来后频繁我觉得解决办法只有控制好跑步功率预防过度刺激心脏暴毙跑好多天没起效但我觉得只能跑步解决因为之前西医中医共治二十来天感觉没特效于是坚持跑跑到22号开始起效了全天没有异常心率了,1
720,接下来，阳性数会出现爬坡迹象，缓慢放开已经定居，一直要到医院崩为止，所以现在是压力传导到医院的阶段。,2
721,外地酸民和防疫爱好者们别嫉妒广州了，我们放开可不是躺平，精准防控的优越性你们不懂。,1
722,郑州明天终于解封了，希望这次最后一次封控了！想想解封第一件准备干嘛！,0
723,疫苗接种自费，核酸检测自费，居家伙食自费，隔离点自费，重症医疗自费，还是什么自费，压力就不大了。120求救后不派车，指导线上急救上网课，非专业人士都能当医生，压力更不大了。,2
724,最近一直心脏疼，呼吸不畅，还乏力，担心属于阳康后心肌炎，赶紧到医院查了下，万幸的是一切都正常，虽然跑了个寂寞，但心里安心了许多接下来遵医嘱好好早睡早起，迎接新年。,1
725,什么时候能打下核酸盒的价格啊自测核酸已经是大势所趋那怎么还卖的这么贵七八块一份啊,1
726,这个新冠带走多少老人，隔壁邻居有两个老人走了，从早上到晚上现在还在仪式，太大声了，放的歌都压不住。,2
727,能不能说点实话。,2
728,疫情刚好三年咯。,1
729,疯狂的人们都沉默了，但沉默的背后又有几人在悲伤呢？保持对生命的敬畏，一个人的生命也是生命。不要理所当然，不要当做大海里的一滴水那样无所谓与事不关己的漠视。人类在进步，但牺牲者需要被记住。仅仅记住就好，因为除了这些，你也做不了其它。,2
730,专家说戴口罩可以预防新冠病毒，然后口罩脱销，专家说连花清瘟可以治疗新冠病毒，然后连花清瘟脱销，专家说运动可以增加免疫力，预防新冠病毒，你们就跟聋了一样。,2
731,疫情下的小县城，早上8点多钟，解放路就开始塞车了，在路上的人像背负着某种使命，方向一致前进，虽然戴着口罩，也能感觉到表情严肃，菜市场人头涌涌，像极了年晚趁墟，大伙都在买买买，大袋小袋提着。,1
732,为什么到现在还有人去戴口罩，真的有用？去年放开后第一时间，一直戴着口罩，结果还不是中招了，一个星期康复，也不严重，就跟感冒一样。到现在没戴过口罩，在深圳华强北人这么密集的地方，也啥事没有，自由的空气真好。,0
733,难道不是脱下口罩才算回归日常吗？现在只能说回归常态化，我可不想自费做核酸穷的一拉一拉的。,2
734,我说爸爸时隔一个月终于要回家住了，怎么给他搞个欢迎仪式？麦子说：仪式感就是我拿个酒精喷壶，在门口对着爸爸一顿喷！,0
735,新冠病毒回国了。,1
736,阳后20天，不再咳嗽，嗅觉味觉还是有点缺陷，有些味道闻不见，吃东西吃不出来食物独有的味道，但也不影响我吃。,1
737,由于冠状病毒奥密克戎最新亚型变异株XBB.1.5的传播迅速，世界卫生组织主张各国考虑规定乘客在长途航班上戴口罩,1
738,上个月才和我二奶奶打电话，说年后带我的宝宝去看她。都约好了的，没想到就是永别了。12月中旬打的电话，12月27号她就去世了。一直都是看热搜不断有老人去世，没想到一下子就发生在自己身边了。也不知道我奶奶有没有得新冠。大过年的对老人好点吧！,2
739,堂食的第一餐，别提有多香！,0
740,压力大那也没办法呀，老百姓的压力更大老百姓更加的苦。所以压力再大都要保证老百姓的基本的生活条件，还有就医条件，不要除了防疫其他的都不管不顾。,1
741,百分之九十五以上的都阳了。,2
742,不要再贩卖焦虑了，我们不怕。,0
743,面对疫情，很多人叫苦。有的人不赞成做核酸，有的人不赞成。管控，有的人不赞成。静默，很有些人也不支持，也有人是支持的。反正关于疫情的，就是不赞成，就是要反对，这样的人大有人在。而且都不在少数。,1
744,为了老人孩子，付出代价是值得的，就得严防死守封着。但防疫封城爱好者们有没有想过，把养活老人孩子的劳动力们也一并封得动弹不得，有多少家庭手停口停、艰难生计，老人孩子能好得了吗？还是你们给出钱啊？新冠不一定死人，但没钱真能冻死饿死病死。,1
745,谁家好好小姑娘长带状疱疹啊！不是中老年才得吗，哭死了,2
746,没完没了的疫情成为了一部分人发财的商机！,2
747,国内现在疫情刚刚放开，疫情也才刚刚开始，后面还有好几波呢！2023.1.3后会再有一波！春节后还会再有一波！因为病毒载体不一样，阳了的还会再阳！到那时，那些阳了的人还是前一波阳过的人，因为他们还是会不好好防范！那些没阳的人还是没有阳，因为他们始终都会加强防范！所以，能不阳就尽量不要阳！我们一起加油！,0
748,不要轻易相信自媒体言论，每个人情况不一样，不可能症状一致、治疗方法一致。,1
749,都是些什么污七八糟的，丢人，丢俺河南人嘞脸。,2
750,小阴人，不得不放弃去柳州吃螺蛳粉的计划，哇地一声哭出来，哭死了我的螺蛳粉，我不甘心，让我哭一会，我对病毒的怨念那么大早点睡就不伤心了,2
751,"周一有症状，现在周五了天天核酸天天阴，我真的如果不是抗原我到现在还以为是感冒！所以大家阳了在家，我阳了低烧两天还在加班我的跨年和元旦快乐假期也没了,原来我就是大冤种。",2
752,恭喜广州市民（防疫爱好者除外）！,0
753,是不是可以期待一下自由的风吹进东北了。,0
754,12月13号阳，烧了四天，刀了三天，咳到现在。转阴之后并没有很快就好起来，咳嗽，心慌气短，胸口针刺样疼痛，没精神，乏力，注意力不集中还是有。失眠倒是没太觉得，因为我原本就爱熬夜。病症严重的几天和流感差不多，虽然一烧起来骨头疼眼球疼比流感厉害一些。但这一个月以来的状态告诉我这玩意不是感冒，对人体造成的伤害还是挺大的，大家能阴还是保持住吧。,1
755,路上至少80%的人没戴口罩了，但是很担心第二波，所以出门还是会戴。,1
756,看春晚，发现疫情被神奇消失了，仿佛从来没有发生过，这一年最大的事情，没人谈起，没有回顾，没有反思。,2
757,让人说话天塌不下来,2
758,三年了，是时候改变了！,1
759,郑州你怎么这么好看。,0
760,封控区的人平时不做饭，只能用热得快和水桶煮面吃。,1
761,诅咒所有参加过“白纸运动”的人这辈子惶惶不可终日！他们自己和亲人必有疾病折磨一生！青年丧父母，中年丧妻夫，晚年丧子！,2
762,去年的一次管长今天是2023年1月27日正月初六，本月跑步不足100，而且还吃力恍惚间，除了口罩，疫情一夜之间从我们的生活中消失了，说好的第二波第三波估计也没有了，三年的疫情，等于一个初中，等于一个高中，等于一个初入职场最黄金的的三年，三年，对个人来说等于一甲子，这三年改变了太多，珍爱生活珍爱自己爱的人吧,1
763,终究是医护扛下了所有，每天都在阳群穿梭，大家都拖着病体去上班，累到不想说话，希望每一份无惧都被感动，每一份付出都被铭记。,1
764,有症状就休息，停课干嘛？如果感冒发烧了，也停课？又要谁发财了。,2
765,高风险区依然在封控，希望年前各地都能恢复到疫情前的模样，恢复经济恢复生机!,1
766,每天的头等大事就是做核酸，做完核酸去买早餐。,1
767,大学生刚从广州润回山东，被转运了一天一夜，今天下午才到隔离酒店，问就是非常想润回广州过年以后我就是精神广州人了。,1
768,那确实好啊，但是这才过几天，四十天后等着呢，没事再说,1
769,那还不是因为瞎搞。搞来搞去，老百姓压力最大怨声载道了.....又扯这个蛋了......恶心他妈给恶心开门。,2
770,我感觉我又行了，还有希望,0
771,家里的人全部阳过了，好在都打了三针疫苗，症状只和感冒咳嗽差不多，我只吃了半盒的清热散结中药胶囊，感觉新冠没啥威力。,1
772,我们这个小县城已经静默了9天了，压力真的大。,2
773,美国的新株病毒XBB，已经出现，形势严峻，不容乐观。政府呼吁国民积极参与疫苗接种措施，阳性反应患者与无症状者需要在自家进行7日和5日的隔离。,1
774,当地抗疫压力有多大，老百姓生活就有多难！,2
775,进入恐怖酷刑状态……逼着自己吃吃吃想问问有额头不太热腋下39度的姐妹吗这种时候该不该吃退烧药呢？整个人发冷又酸痛。,1
776,只不过中途浪了一下，新冠真的好离谱。,1
777,新冠除了发烧，咳嗽才是最要命的。十几天了，还在咳咳咳，啥时候才能好。同事去医院看，医生就让他抽血、照CT。我可不想去，这段时间一直煮冰糖雪梨，川贝南北杏桔梗陈皮煮苹果，花椒蒸雪梨。希望早日康复！,0
